x1,x2,x3,x4,x5,x6,y
0.1282667624420743,-0.31051125424345355,-0.044458823697501676,0.3913910761224526,0.04795851254445516,-0.14708486758655787,1
-0.3983639937396866,-0.7719327643908828,0.5045997089026744,-0.3065733276396826,0.47948972912766213,0.08614791838335492,0
0.15865029032535005,-0.08537195002156836,-0.0833833133719251,0.23936732781684317,-0.16064792090659707,0.34997863991591066,1
-0.05862174644840766,-0.19799144080209707,0.15066389888435028,0.20302012687616605,-0.21746965992662826,0.623414697601691,1
0.08550908744327536,0.25329817180583564,-0.20511383145069415,-0.012132148722626523,0.21961813549632583,-0.35263596633783223,1
-0.245148938848177,0.046422747247627474,-0.4884400940993324,-0.1290251235493692,0.38864998616378044,0.3771448112238011,0
0.22203420465695675,-0.37241205389441895,-0.21663969898334132,0.29494776794338595,0.13751820168117132,-0.400921457057445,0
-0.26940900437660914,-0.3315350279810283,-0.038448211981522616,0.32221609289555686,0.32022814217519535,0.4267354172305525,0
-0.10437540020423516,-0.4031993629568286,-0.578491357007349,0.7900215711322114,0.539559586029769,-0.029265178167698882,0
0.5027052446451657,-0.48601433690436213,0.25953013496868127,-0.04698309319687205,-0.3625731640058348,-0.13601817920518788,1
0.10248131103310484,0.08472718353717654,-0.20203109812862635,-0.10601383199973696,-0.16110068394549998,-0.08363409473998892,0
0.02250519198688813,0.07996562122661918,-0.43528158216988927,-0.047181267380734304,-0.19144540000085952,-0.02837134710625341,0
0.4660759624099991,0.1888188013616718,-0.3128128862169305,-0.13929056404749174,0.5843548715188027,-0.38841113186294746,1
0.09755874542194735,-0.209911891130362,0.035483746740636486,-0.32849439181569456,0.15072814208756805,-0.274608198153068,0
-0.5188543933538919,0.07429226010210474,0.1373780502563949,0.0443090546425262,-0.4099814768593083,0.10023033463982511,0
-0.07813235787101712,-0.19749831312418437,-0.1286441640316944,-0.2246838691786417,-0.09530464234803103,-0.034008538063981686,0
0.08941695247833358,-0.4691039722662469,0.25300765331221675,-0.1842587089485585,0.29378126888388395,0.5066809064210976,0
0.4753853912043166,0.4419019711643907,0.05419371512560309,0.27761692687027195,0.15185976443055946,-0.0055348931006385434,1
0.25042492078383355,-0.09213998784296168,-0.11943678630254594,-0.09907203829794453,0.05304011266280124,-0.23958554858701522,0
-0.23511763274339298,0.01869500507161364,0.18873852702506727,0.29537618712659464,-0.023118950052082234,-0.2338489979460773,1
-0.5165737195758834,-0.5367063210090902,0.04306023299470533,0.3075967469317632,0.051921787257404144,0.08835317758072919,0
0.1927580974596345,0.2170073922210256,-0.40111889185643096,0.06777078089905478,-0.09620501306125855,0.2071137422174434,1
-0.16760099703658138,0.11764685031714202,-0.10450970966511476,-0.14133098115421672,0.23574578528450502,-0.5373269446499853,0
-0.04698032217752776,-0.6874762588104828,-0.10806658646778529,0.12766499830772968,-0.017212918054226443,0.11809519938865765,0
0.23984868740190066,-0.38514779125569165,-0.3454800677515124,-0.32006150756206103,0.3796698028281653,-0.11334759703215352,0
0.6858843398842238,0.24805026851323705,0.2226283921769873,0.1121480415171562,0.3823991829855013,-0.03511429906956637,1
-0.025619374317654396,0.24571118718600482,-0.3387984268035238,0.3084862804405232,-0.1855279248409877,0.39935371461505387,1
0.13751183096644115,0.43750824399586963,-0.38823630199595216,0.17594279935062188,0.22040756099402922,-0.1211772948168324,1
0.08775422321724205,-0.3632086661356868,0.17678363035095584,0.32960034071772476,-0.07830052747423953,-0.20985773019671916,1
0.13316060238643312,0.28313863356441327,-0.14932078564173215,0.5610632395191175,-0.4171702170374915,-0.3387821237135711,1
-0.02667230550367064,0.28821558933346986,-0.1818042270052041,-0.48910614706835154,-0.0915936667825611,0.2519511901783339,0
-0.042166257590921505,0.5385926409948145,0.13152034796488868,0.3150808851423301,-0.494779071701118,-0.04727417825132077,1
0.3495470059910376,0.27872539266809926,0.09965696383242713,0.4265247725485913,0.49004319499404125,-0.21175858665200376,1
-0.048472003613359,0.42368235425473155,0.002229646825832588,-0.015789250075842864,-0.2291197511458898,-0.12763801926859775,1
0.34429424389976737,-0.12678839277066292,0.21971813621610015,0.35899174097477854,0.006243044066520211,-0.24299147523427525,1
-0.2906650403833133,0.1442641532502707,0.2756849099695441,-0.4248598475345823,-0.39618567061143867,-0.5470002566842376,0
-0.37750875544559337,0.6913357644146263,-0.27412376162976976,0.21715326469359997,0.3168210227173429,0.11650944161689045,1
0.02140682589239698,0.4141654260994704,0.16884452726718432,0.2878906649976348,0.21563677965606906,0.3197440076729637,1
-0.009103952343015267,-0.04760151276729904,-0.3205523208332964,0.2689087992173763,0.247329929914252,-0.1538218705259861,0
-0.23844327815037553,0.64605948480275,-0.16373514085904436,0.07996780615846025,0.6131376476444831,0.4440252469081186,1
-0.18544737901565408,-0.3967089101623277,-0.294913972039736,-0.07625555715091212,-0.3554673018457408,0.13515392061446427,0
0.1789164302958944,-0.2714106766289867,0.4437485501860283,-0.3838133015315144,-0.33915719622438173,0.36856225700880363,0
-0.09829846851433455,0.037401790537151716,0.07844996836198721,-0.05862384037668905,-0.11099984304775262,0.053425719994463675,0
0.5339655562455916,-0.052936975602062744,0.12425892560490795,0.1256639410222413,0.0892158582089632,0.152864839584644,1
-0.17058190222770053,0.01173527205775569,0.1717097603916997,-0.24058929425373138,-0.15286643207943607,0.11944805044383836,0
0.23559376854978512,-0.37315068262160256,0.07735345776214184,0.321982594397893,-0.2639490061036395,-0.06760989629678738,1
0.39215989663875084,-0.10462047592300128,0.25401818550134125,0.12490758673947427,0.013667617035711165,-0.02016162448024828,1
0.20702528189571714,-0.047338517099839064,0.21123054590037638,0.20019704802494037,-0.013542253767903467,-0.04275635009244323,1
0.32689785812444916,0.07894895500475704,0.2847115197788598,-0.3883912898961409,-0.2654451447735677,0.08409793872543003,1
-0.3305860243098785,-0.4384452194954718,0.21994604822896693,0.17936090202407146,0.17541915472220168,0.147568126003548,0
0.5536260726808542,-0.28644402714454736,-0.5819601640128458,0.04979960614568946,-0.3319161294442961,0.2321646735906579,0
0.6117667462297743,0.16868046401977393,0.024376310927732105,0.0033257921061831813,0.2628745565252062,-0.05861605925941848,1
0.32195738020109194,-0.07455863367561263,-0.007053658681443683,-0.08985966267444351,0.16989073408520408,0.40726342168137775,1
-0.14404150808055216,0.4739757662927387,-0.4600835413296877,0.29961301929849404,-0.057308515302861324,-0.3498433110542935,1
0.24391493337442188,0.0984365182087568,0.6997760055392481,-0.2105461828042796,-0.13159579025407905,-0.003220648860560506,1
-0.060962582528732934,-0.36009399177002827,0.12287378207765359,0.2232290854339603,0.08217196861474615,-0.44935993250983114,0
-0.1891385746710935,-0.12531583740009447,0.1400662372717749,0.34615031484042036,-0.22272090146779974,-0.009432084216142623,1
0.29660451382347575,-0.12591861105448052,-0.4003494032852365,0.2751173251125638,-0.30067397512163696,0.2650980515727284,1
0.29566070325533705,-0.4664446422880885,-0.009995141619680618,0.41181494179471173,0.723207333524541,-0.11759056595831906,1
-0.22060464735870772,-0.43746773266532546,0.16046266609823553,-0.36407154964928773,0.11024635053770344,0.0442206483802532,0
0.2586581607890077,0.4136114906275629,0.35667825369817874,-0.027736274291581764,0.026275824712991218,0.04033076298078781,1
0.3748531992857077,-0.288370287625671,0.10304290807911255,0.4232012217444384,-0.07273072692346844,-0.1435952413993018,1
0.7345757150628396,0.12532525499977107,0.03761131880990766,-0.15613235049995,0.2667322293990075,-0.20564634011471328,1
-0.370777770642431,-0.2802767410462515,-0.1183722283671193,0.027193495336232443,0.31949143658871115,-0.04984722175054901,0
-0.17729782628962118,-0.08156071383185733,-0.1377126822872491,-0.007438017216982937,0.3037500951878645,-0.2537584493210715,0
0.6954224768381466,0.1373273853741241,-0.2361911368777755,0.20570619395647455,0.29608801020996456,0.32720798215297925,1
0.3633082387432255,0.2217195788211425,-0.1853625632041484,-0.13662322144431344,0.3849345899123009,-0.1697699517865355,1
-0.2060354340221827,-0.28638127545931663,0.11508014382272497,-0.06254741487834795,-0.08351721166129995,0.21164466886033498,0
-0.19437517948613542,-0.011436633128830455,0.3349755064240489,-0.12722713108088957,0.11419067590393224,-0.5773739709059357,1
-0.2776866865363683,0.31409938793559883,0.2765702129383877,0.24382874779675118,-0.14418375849046403,0.046492484005684995,1
-0.3161621100921991,-0.2553054962904265,-0.04602096674611757,0.41588340049010325,-0.18457643815298136,-0.410598075414734,0
0.08290610115249225,-0.33055747851022993,-0.3241019264281115,-0.31046571539709356,0.7324476030371992,-0.1425255656403651,0
0.22607477558128328,0.4281336196033318,0.3411503103715067,0.20712388693130432,-0.07661543788924854,-0.29996493110367695,1
-0.023829493477949576,0.10267723536749604,0.2025111541806201,-0.03538362029426095,-0.22580398136946586,0.0688091834539847,1
-0.05219281151777898,0.20361738066748003,0.17907264867057066,0.02654699128145223,0.14586115394917948,-0.010744663609743944,1
-0.3308656700090165,0.04350985708166302,-0.07838537206278201,0.23247745109015105,-0.04374727451374804,-0.1199047979016967,0
0.24088100349003652,-0.07739546808410815,-0.2535029944285193,0.49675736059888703,0.6518641867329281,-0.15974957123507347,1
-0.2604037551299239,0.13208671693392524,-0.3343742447941394,-0.28160312768400636,0.13217891508151117,-0.22448938946191943,0
-0.18664934317362666,-0.04417951458439766,-0.328962546200457,0.29092614537517625,0.030145998527448217,0.1239780926813242,0
0.1630083969741797,-0.14546649079566118,-0.17264787836697285,0.3015901759789483,0.12091128893716267,-0.2371959577600751,1
